2023-07-21 21:06:21,146 INFO    StreamThr :9796 [internal.py:wandb_internal():86] W&B internal server running at pid: 9796, started at: 2023-07-21 21:06:21.143975
2023-07-21 21:06:21,149 DEBUG   HandlerThread:9796 [handler.py:handle_request():144] handle_request: status
2023-07-21 21:06:21,151 INFO    WriterThread:9796 [datastore.py:open_for_write():85] open: /media/leelabsg-storage1/yein/research/BrainAging/0718/wandb/run-20230721_210621-81z8jda3/run-81z8jda3.wandb
2023-07-21 21:06:21,255 DEBUG   SenderThread:9796 [sender.py:send():369] send: header
2023-07-21 21:06:21,471 DEBUG   SenderThread:9796 [sender.py:send():369] send: run
2023-07-21 21:06:22,277 INFO    SenderThread:9796 [dir_watcher.py:__init__():211] watching files in: /media/leelabsg-storage1/yein/research/BrainAging/0718/wandb/run-20230721_210621-81z8jda3/files
2023-07-21 21:06:22,278 INFO    SenderThread:9796 [sender.py:_start_run_threads():1100] run started: 81z8jda3 with start time 1689941181.143529
2023-07-21 21:06:22,278 DEBUG   SenderThread:9796 [sender.py:send_request():396] send_request: summary_record
2023-07-21 21:06:22,307 DEBUG   HandlerThread:9796 [handler.py:handle_request():144] handle_request: check_version
2023-07-21 21:06:22,314 INFO    SenderThread:9796 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-21 21:06:22,315 DEBUG   SenderThread:9796 [sender.py:send_request():396] send_request: check_version
2023-07-21 21:06:22,498 DEBUG   HandlerThread:9796 [handler.py:handle_request():144] handle_request: run_start
2023-07-21 21:06:22,507 DEBUG   HandlerThread:9796 [system_info.py:__init__():31] System info init
2023-07-21 21:06:22,507 DEBUG   HandlerThread:9796 [system_info.py:__init__():46] System info init done
2023-07-21 21:06:22,507 INFO    HandlerThread:9796 [system_monitor.py:start():181] Starting system monitor
2023-07-21 21:06:22,507 INFO    SystemMonitor:9796 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-21 21:06:22,509 INFO    HandlerThread:9796 [system_monitor.py:probe():201] Collecting system info
2023-07-21 21:06:22,510 INFO    SystemMonitor:9796 [interfaces.py:start():190] Started cpu monitoring
2023-07-21 21:06:22,511 INFO    SystemMonitor:9796 [interfaces.py:start():190] Started disk monitoring
2023-07-21 21:06:22,512 INFO    SystemMonitor:9796 [interfaces.py:start():190] Started gpu monitoring
2023-07-21 21:06:22,513 INFO    SystemMonitor:9796 [interfaces.py:start():190] Started memory monitoring
2023-07-21 21:06:22,514 INFO    SystemMonitor:9796 [interfaces.py:start():190] Started network monitoring
2023-07-21 21:06:22,578 DEBUG   HandlerThread:9796 [system_info.py:probe():195] Probing system
2023-07-21 21:06:22,621 DEBUG   HandlerThread:9796 [system_info.py:_probe_git():180] Probing git
2023-07-21 21:06:22,700 DEBUG   HandlerThread:9796 [system_info.py:_probe_git():188] Probing git done
2023-07-21 21:06:22,700 DEBUG   HandlerThread:9796 [system_info.py:probe():240] Probing system done
