2023-07-27 18:34:01,964 INFO    StreamThr :53279 [internal.py:wandb_internal():86] W&B internal server running at pid: 53279, started at: 2023-07-27 18:34:01.956651
2023-07-27 18:34:01,965 DEBUG   HandlerThread:53279 [handler.py:handle_request():144] handle_request: status
2023-07-27 18:34:01,978 INFO    WriterThread:53279 [datastore.py:open_for_write():85] open: /media/leelabsg-storage1/yein/research/BrainAging/0726_titan/wandb/run-20230727_183401-nx3gy5iq/run-nx3gy5iq.wandb
2023-07-27 18:34:02,049 DEBUG   SenderThread:53279 [sender.py:send():369] send: header
2023-07-27 18:34:02,685 DEBUG   SenderThread:53279 [sender.py:send():369] send: run
2023-07-27 18:34:03,732 DEBUG   HandlerThread:53279 [handler.py:handle_request():144] handle_request: check_version
2023-07-27 18:34:03,774 INFO    SenderThread:53279 [dir_watcher.py:__init__():211] watching files in: /media/leelabsg-storage1/yein/research/BrainAging/0726_titan/wandb/run-20230727_183401-nx3gy5iq/files
2023-07-27 18:34:03,774 INFO    SenderThread:53279 [sender.py:_start_run_threads():1100] run started: nx3gy5iq with start time 1690450441.975856
2023-07-27 18:34:03,775 DEBUG   SenderThread:53279 [sender.py:send_request():396] send_request: summary_record
2023-07-27 18:34:03,855 INFO    SenderThread:53279 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-27 18:34:03,873 DEBUG   SenderThread:53279 [sender.py:send_request():396] send_request: check_version
2023-07-27 18:34:04,052 DEBUG   HandlerThread:53279 [handler.py:handle_request():144] handle_request: run_start
2023-07-27 18:34:04,058 DEBUG   HandlerThread:53279 [system_info.py:__init__():31] System info init
2023-07-27 18:34:04,058 DEBUG   HandlerThread:53279 [system_info.py:__init__():46] System info init done
2023-07-27 18:34:04,058 INFO    HandlerThread:53279 [system_monitor.py:start():181] Starting system monitor
2023-07-27 18:34:04,058 INFO    SystemMonitor:53279 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-27 18:34:04,059 INFO    HandlerThread:53279 [system_monitor.py:probe():201] Collecting system info
2023-07-27 18:34:04,061 INFO    SystemMonitor:53279 [interfaces.py:start():190] Started cpu monitoring
2023-07-27 18:34:04,062 INFO    SystemMonitor:53279 [interfaces.py:start():190] Started disk monitoring
2023-07-27 18:34:04,066 INFO    SystemMonitor:53279 [interfaces.py:start():190] Started gpu monitoring
2023-07-27 18:34:04,067 INFO    SystemMonitor:53279 [interfaces.py:start():190] Started memory monitoring
2023-07-27 18:34:04,068 INFO    SystemMonitor:53279 [interfaces.py:start():190] Started network monitoring
2023-07-27 18:34:04,121 DEBUG   HandlerThread:53279 [system_info.py:probe():195] Probing system
2023-07-27 18:34:04,154 DEBUG   HandlerThread:53279 [system_info.py:_probe_git():180] Probing git
2023-07-27 18:34:04,459 DEBUG   HandlerThread:53279 [system_info.py:_probe_git():188] Probing git done
2023-07-27 18:34:04,459 DEBUG   HandlerThread:53279 [system_info.py:probe():240] Probing system done
